query,value,keyword,ranking,geo,query_timestamp,query_date,t,rank_t,rank_t-1,rank_absolute_change,rank_absoulte_change_ranking,rank_pct_t,rank_pct_t-1,rank_pct_change,new_entry_t,dropout_t+1
esg investing,100,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,1.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,1,0
esg fund,78,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,9.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,1,0
msci esg,63,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,10.0,0.0,0.0,0.0,0.1282051282051282,0.0,0.0,1,0
msci,62,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,11.0,0.0,0.0,0.0,0.14102564102564102,0.0,0.0,1,0
esg etf,44,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,15.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,1,0
esg funds,44,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,16.0,0.0,0.0,0.0,0.20512820512820512,0.0,0.0,1,0
esg meaning,41,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,19.0,0.0,0.0,0.0,0.24358974358974358,0.0,0.0,1,0
esg investment,41,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,20.0,0.0,0.0,0.0,0.2564102564102564,0.0,0.0,1,0
what is esg,40,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,21.0,0.0,0.0,0.0,0.2692307692307692,0.0,0.0,1,0
esg index,36,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,23.0,0.0,0.0,0.0,0.2948717948717949,0.0,0.0,1,0
esg report,36,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,24.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,1,0
esg finance,35,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,25.0,0.0,0.0,0.0,0.32051282051282054,0.0,0.0,1,0
esg global,34,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,28.0,0.0,0.0,0.0,0.358974358974359,0.0,0.0,1,0
mba esg,33,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,30.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,1,0
esg sustainability,32,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,32.0,0.0,0.0,0.0,0.41025641025641024,0.0,0.0,1,0
sustainability,30,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,34.0,0.0,0.0,0.0,0.4358974358974359,0.0,0.0,1,0
esg paris,27,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,37.0,0.0,0.0,0.0,0.47435897435897434,0.0,0.0,1,0
esg rating,26,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,40.0,0.0,0.0,0.0,0.5128205128205128,0.0,0.0,1,0
esg group,25,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,41.0,0.0,0.0,0.0,0.5256410256410257,0.0,0.0,1,0
esg uqam,25,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,42.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,1,0
esg stock,24,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,44.0,0.0,0.0,0.0,0.5641025641025641,0.0,0.0,1,0
esg reporting,23,esg,top,global,2021-02-27 21:37:54.725496,2021-02-27,6,46.0,0.0,0.0,0.0,0.5897435897435898,0.0,0.0,1,0
eu sustainable finance,100,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,2.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,1,0
sustainable development,100,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,3.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,1,0
taxonomy,47,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,13.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1,0
sustainable finance action plan,45,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,14.0,0.0,0.0,0.0,0.1794871794871795,0.0,0.0,1,0
sustainable finance taxonomy,43,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,18.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,1,0
what is sustainable finance,35,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,26.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1,0
sustainable finance jobs,34,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,29.0,0.0,0.0,0.0,0.3717948717948718,0.0,0.0,1,0
regulation sustainable finance,31,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,33.0,0.0,0.0,0.0,0.4230769230769231,0.0,0.0,1,0
eu taxonomy sustainable finance,29,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,35.0,0.0,0.0,0.0,0.44871794871794873,0.0,0.0,1,0
eu sustainable finance action plan,24,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,45.0,0.0,0.0,0.0,0.5769230769230769,0.0,0.0,1,0
sustainable capital finance,23,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,47.0,0.0,0.0,0.0,0.6025641025641025,0.0,0.0,1,0
sustainable finance course,18,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,50.0,0.0,0.0,0.0,0.6410256410256411,0.0,0.0,1,0
swiss sustainable finance,18,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,51.0,0.0,0.0,0.0,0.6538461538461539,0.0,0.0,1,0
sustainable finance geneva,16,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,54.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,1,0
platform on sustainable finance,14,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,56.0,0.0,0.0,0.0,0.717948717948718,0.0,0.0,1,0
yahoo finance,11,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,59.0,0.0,0.0,0.0,0.7564102564102564,0.0,0.0,1,0
sustainable finance lab,11,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,60.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,1,0
sustainable finance disclosure regulation,10,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,62.0,0.0,0.0,0.0,0.7948717948717948,0.0,0.0,1,0
eu action plan on sustainable finance,9,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,63.0,0.0,0.0,0.0,0.8076923076923077,0.0,0.0,1,0
international platform on sustainable finance,8,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,66.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,1,0
hleg sustainable finance,7,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,68.0,0.0,0.0,0.0,0.8717948717948718,0.0,0.0,1,0
expert panel on sustainable finance,3,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,70.0,0.0,0.0,0.0,0.8974358974358975,0.0,0.0,1,0
sustainable agro-commercial finance ltd,3,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,71.0,0.0,0.0,0.0,0.9102564102564102,0.0,0.0,1,0
sustainable finance beirat,2,sustainable finance,top,global,2021-02-27 21:37:54.732471,2021-02-27,6,77.0,0.0,0.0,0.0,0.9871794871794872,0.0,0.0,1,0
sustainable investment management,100,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,4.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,1,0
sustainable responsible investment,99,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,6.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,1,0
sustainable investment funds,89,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,7.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.0,1,0
sustainable investment forum,54,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,12.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,1,0
sustainable and responsible investment,44,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,17.0,0.0,0.0,0.0,0.21794871794871795,0.0,0.0,1,0
global sustainable investment alliance,39,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,22.0,0.0,0.0,0.0,0.28205128205128205,0.0,0.0,1,0
sustainable development goals,33,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,31.0,0.0,0.0,0.0,0.3974358974358974,0.0,0.0,1,0
global sustainable investment review,29,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,36.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,1,0
journal of sustainable finance and investment,12,sustainable investment,top,global,2021-02-27 21:37:54.734474,2021-02-27,6,57.0,0.0,0.0,0.0,0.7307692307692307,0.0,0.0,1,0
socially responsible investment,100,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,5.0,0.0,0.0,0.0,0.0641025641025641,0.0,0.0,1,0
principles for responsible investment,80,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,8.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,1,0
pri,35,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,27.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,1,0
responsible investment policy,27,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,38.0,0.0,0.0,0.0,0.48717948717948717,0.0,0.0,1,0
principles of responsible investment,27,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,39.0,0.0,0.0,0.0,0.5,0.0,0.0,1,0
social responsible investment,25,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,43.0,0.0,0.0,0.0,0.5512820512820513,0.0,0.0,1,0
sri,22,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,48.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,1,0
socially responsible investment funds,19,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,49.0,0.0,0.0,0.0,0.6282051282051282,0.0,0.0,1,0
pri principles for responsible investment,18,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,52.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1,0
socially responsible investing,18,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,53.0,0.0,0.0,0.0,0.6794871794871795,0.0,0.0,1,0
responsible investment association,16,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,55.0,0.0,0.0,0.0,0.7051282051282052,0.0,0.0,1,0
un principles for responsible investment,12,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,58.0,0.0,0.0,0.0,0.7435897435897436,0.0,0.0,1,0
socially responsible investment fund,11,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,61.0,0.0,0.0,0.0,0.782051282051282,0.0,0.0,1,0
socially responsible investment portfolio,9,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,64.0,0.0,0.0,0.0,0.8205128205128205,0.0,0.0,1,0
responsible investment strategies,9,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,65.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,1,0
socially responsible investment definition,8,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,67.0,0.0,0.0,0.0,0.8589743589743589,0.0,0.0,1,0
socially responsible investment firms,5,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,69.0,0.0,0.0,0.0,0.8846153846153846,0.0,0.0,1,0
united nations principles for responsible investment,3,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,72.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,1,0
socially responsible investment advisors,3,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,73.0,0.0,0.0,0.0,0.9358974358974359,0.0,0.0,1,0
environmentally responsible investment,3,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,74.0,0.0,0.0,0.0,0.9487179487179487,0.0,0.0,1,0
responsible investment association australasia,3,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,75.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,1,0
responsible agricultural investment principles,3,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,76.0,0.0,0.0,0.0,0.9743589743589743,0.0,0.0,1,0
socially responsible investment strategies,1,responsible investment,top,global,2021-02-27 21:37:54.736472,2021-02-27,6,78.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
sustainable investment funds,100,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,1.0,7.0,-6.0,55.0,0.012195121951219513,0.08974358974358974,-0.07754846779237023,0,0
sustainable responsible investment,93,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,5.0,6.0,-1.0,33.0,0.06097560975609756,0.07692307692307693,-0.015947467166979368,0,0
sustainable investment fund,92,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,6.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,1,0
sustainable investment management,92,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,7.0,4.0,3.0,19.0,0.08536585365853659,0.05128205128205128,0.03408380237648531,0,0
global sustainable investment alliance,40,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,17.0,22.0,-5.0,52.0,0.2073170731707317,0.28205128205128205,-0.07473420888055035,0,0
sustainable investment forum,35,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,22.0,12.0,10.0,8.0,0.2682926829268293,0.15384615384615385,0.11444652908067543,0,0
sustainable development goals,34,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,26.0,31.0,-5.0,53.0,0.3170731707317073,0.3974358974358974,-0.08036272670419009,0,0
sustainable and responsible investment,33,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,30.0,17.0,13.0,4.0,0.36585365853658536,0.21794871794871795,0.1479049405878674,0,0
global sustainable investment review,29,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,34.0,36.0,-2.0,37.0,0.4146341463414634,0.46153846153846156,-0.04690431519699817,0,0
sri,23,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,42.0,48.0,-6.0,56.0,0.5121951219512195,0.6153846153846154,-0.1031894934333959,0,0
journal of sustainable finance and investment,8,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,68.0,57.0,11.0,7.0,0.8292682926829268,0.7307692307692307,0.09849906191369606,0,0
best sustainable investment funds,6,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,76.0,0.0,0.0,0.0,0.926829268292683,0.0,0.0,1,0
sustainable europe investment plan,6,sustainable investment,top,global,2021-04-01 06:40:12.990771,2021-04-01,21,77.0,0.0,0.0,0.0,0.9390243902439024,0.0,0.0,1,0
esg investing,100,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,2.0,1.0,1.0,25.0,0.024390243902439025,0.01282051282051282,0.011569731081926205,0,0
esg fund,74,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,8.0,9.0,-1.0,34.0,0.0975609756097561,0.11538461538461539,-0.01782363977485929,0,0
msci,67,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,9.0,11.0,-2.0,38.0,0.10975609756097561,0.14102564102564102,-0.031269543464665414,0,0
msci esg,67,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,10.0,10.0,0.0,29.0,0.12195121951219512,0.1282051282051282,-0.0062539086929330745,0,0
esg funds,50,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,13.0,16.0,-3.0,44.0,0.15853658536585366,0.20512820512820512,-0.04659161976235146,0,0
esg etf,49,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,14.0,15.0,-1.0,35.0,0.17073170731707318,0.19230769230769232,-0.021575984990619135,0,0
what is esg,48,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,15.0,21.0,-6.0,57.0,0.18292682926829268,0.2692307692307692,-0.08630393996247654,0,0
esg index,41,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,16.0,23.0,-7.0,58.0,0.1951219512195122,0.2948717948717949,-0.09974984365228268,0,0
esg investment,40,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,18.0,20.0,-2.0,39.0,0.21951219512195122,0.2564102564102564,-0.03689806128830517,0,0
esg meaning,39,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,20.0,19.0,1.0,26.0,0.24390243902439024,0.24358974358974358,0.0003126954346466537,0,0
esg finance,39,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,21.0,25.0,-4.0,47.0,0.25609756097560976,0.32051282051282054,-0.06441525953721078,0,0
esg sustainability,34,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,27.0,32.0,-5.0,54.0,0.32926829268292684,0.41025641025641024,-0.0809881175734834,0,0
esg global,34,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,28.0,28.0,0.0,30.0,0.34146341463414637,0.358974358974359,-0.01751094434021261,0,0
esg report,34,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,29.0,24.0,5.0,15.0,0.35365853658536583,0.3076923076923077,0.045966228893058125,0,0
mba esg,31,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,31.0,30.0,1.0,27.0,0.3780487804878049,0.38461538461538464,-0.006566604127579756,0,0
esg paris,30,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,33.0,37.0,-4.0,48.0,0.4024390243902439,0.47435897435897434,-0.07191994996873041,0,0
esg data,27,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,35.0,0.0,0.0,0.0,0.4268292682926829,0.0,0.0,1,0
esg rating,26,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,37.0,40.0,-3.0,45.0,0.45121951219512196,0.5128205128205128,-0.06160100062539081,0,0
esg uqam,25,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,39.0,42.0,-3.0,46.0,0.47560975609756095,0.5384615384615384,-0.06285178236397748,0,0
esg group,24,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,41.0,41.0,0.0,31.0,0.5,0.5256410256410257,-0.02564102564102566,0,0
esg scheideanstalt,23,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,43.0,0.0,0.0,0.0,0.524390243902439,0.0,0.0,1,0
esg definition,22,ESG,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,44.0,0.0,0.0,0.0,0.5365853658536586,0.0,0.0,1,0
eu sustainable finance,100,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,3.0,2.0,1.0,28.0,0.036585365853658534,0.02564102564102564,0.010944340212632894,0,0
sustainable finance action plan,53,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,12.0,14.0,-2.0,40.0,0.14634146341463414,0.1794871794871795,-0.03314571607254535,0,0
regulation sustainable finance,40,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,19.0,33.0,-14.0,62.0,0.23170731707317074,0.4230769230769231,-0.19136960600375233,0,0
taxonomy sustainable finance,35,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,23.0,0.0,0.0,0.0,0.2804878048780488,0.0,0.0,1,0
what is sustainable finance,35,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,24.0,26.0,-2.0,41.0,0.2926829268292683,0.3333333333333333,-0.04065040650406504,0,0
eu sustainable finance action plan,26,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,38.0,45.0,-7.0,59.0,0.4634146341463415,0.5769230769230769,-0.11350844277673539,0,0
sustainable capital finance,21,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,45.0,47.0,-2.0,42.0,0.5487804878048781,0.6025641025641025,-0.05378361475922444,0,0
sustainable finance jobs,20,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,46.0,29.0,17.0,2.0,0.5609756097560976,0.3717948717948718,0.1891807379612258,0,0
swiss sustainable finance,20,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,47.0,51.0,-4.0,49.0,0.573170731707317,0.6538461538461539,-0.08067542213883683,0,0
eu sustainable finance taxonomy,19,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,48.0,0.0,0.0,0.0,0.5853658536585366,0.0,0.0,1,0
sustainable finance disclosure regulation,19,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,49.0,62.0,-13.0,61.0,0.5975609756097561,0.7948717948717948,-0.19731081926203875,0,0
sustainable finance forum,19,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,50.0,0.0,0.0,0.0,0.6097560975609756,0.0,0.0,1,0
sustainable finance definition,17,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,54.0,0.0,0.0,0.0,0.6585365853658537,0.0,0.0,1,0
sustainable finance european commission,16,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,55.0,0.0,0.0,0.0,0.6707317073170732,0.0,0.0,1,0
sustainable finance lab,15,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,56.0,60.0,-4.0,50.0,0.6829268292682927,0.7692307692307693,-0.08630393996247654,0,0
sustainable finance platform,13,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,58.0,0.0,0.0,0.0,0.7073170731707317,0.0,0.0,1,0
eu action plan on sustainable finance,12,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,59.0,63.0,-4.0,51.0,0.7195121951219512,0.8076923076923077,-0.08818011257035652,0,0
sustainable finance courses,11,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,60.0,0.0,0.0,0.0,0.7317073170731707,0.0,0.0,1,0
principles of sustainable finance,11,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,61.0,0.0,0.0,0.0,0.7439024390243902,0.0,0.0,1,0
yahoo finance,10,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,63.0,59.0,4.0,17.0,0.7682926829268293,0.7564102564102564,0.011882426516572897,0,0
sustainable finance geneva,10,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,64.0,54.0,10.0,9.0,0.7804878048780488,0.6923076923076923,0.08818011257035652,0,0
sfdr,9,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,67.0,0.0,0.0,0.0,0.8170731707317073,0.0,0.0,1,0
international platform on sustainable finance,8,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,69.0,66.0,3.0,20.0,0.8414634146341463,0.8461538461538461,-0.004690431519699834,0,0
sustainable finance beirat,8,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,70.0,77.0,-7.0,60.0,0.8536585365853658,0.9871794871794872,-0.1335209505941214,0,0
renewed sustainable finance strategy,8,sustainable finance,top,global,2021-04-01 06:40:13.006394,2021-04-01,21,71.0,0.0,0.0,0.0,0.8658536585365854,0.0,0.0,1,0
socially responsible investment,100,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,4.0,5.0,-1.0,36.0,0.04878048780487805,0.0641025641025641,-0.015322076297686046,0,0
principles for responsible investment,54,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,11.0,8.0,3.0,21.0,0.13414634146341464,0.10256410256410256,0.03158223889931208,0,0
social responsible investment,35,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,25.0,43.0,-18.0,63.0,0.3048780487804878,0.5512820512820513,-0.24640400250156352,0,0
esg,31,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,32.0,0.0,0.0,0.0,0.3902439024390244,0.0,0.0,1,0
responsible investment policy,27,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,36.0,38.0,-2.0,43.0,0.43902439024390244,0.48717948717948717,-0.04815509693558473,0,0
pri,25,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,40.0,27.0,13.0,5.0,0.4878048780487805,0.34615384615384615,0.14165103189493433,0,0
principles of responsible investment,19,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,51.0,39.0,12.0,6.0,0.6219512195121951,0.5,0.12195121951219512,0,0
socially responsible investment funds,19,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,52.0,49.0,3.0,22.0,0.6341463414634146,0.6282051282051282,0.0059412132582864485,0,0
socially responsible investing,18,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,53.0,53.0,0.0,32.0,0.6463414634146342,0.6794871794871795,-0.03314571607254535,0,0
responsible investment association,15,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,57.0,55.0,2.0,24.0,0.6951219512195121,0.7051282051282052,-0.01000625390869303,0,0
un principles for responsible investment,11,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,62.0,58.0,4.0,18.0,0.7560975609756098,0.7435897435897436,0.012507817385866149,0,0
socially responsible investment companies,10,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,65.0,0.0,0.0,0.0,0.7926829268292683,0.0,0.0,1,0
socially responsible investment fund,10,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,66.0,61.0,5.0,16.0,0.8048780487804879,0.782051282051282,0.022826766729205805,0,0
socially responsible investment firms,8,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,72.0,69.0,3.0,23.0,0.8780487804878049,0.8846153846153846,-0.0065666041275797005,0,0
pri principles for responsible investment,8,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,73.0,52.0,21.0,1.0,0.8902439024390244,0.6666666666666666,0.22357723577235777,0,0
socially responsible investment definition,8,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,74.0,67.0,7.0,12.0,0.9024390243902439,0.8589743589743589,0.04346466541588501,0,0
responsible investment strategies,8,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,75.0,65.0,10.0,10.0,0.9146341463414634,0.8333333333333334,0.08130081300813008,0,0
socially responsible investment portfolio,6,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,78.0,64.0,14.0,3.0,0.9512195121951219,0.8205128205128205,0.13070669168230142,0,0
united nations principles for responsible investment,6,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,79.0,72.0,7.0,13.0,0.9634146341463414,0.9230769230769231,0.0403377110694183,0,0
socially responsible investment firm,5,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,80.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,1,0
responsible investment association australasia,5,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,81.0,75.0,6.0,14.0,0.9878048780487805,0.9615384615384616,0.026266416510318913,0,0
environmentally responsible investment,4,responsible investment,top,global,2021-04-01 06:40:13.022014,2021-04-01,21,82.0,74.0,8.0,11.0,1.0,0.9487179487179487,0.05128205128205132,0,0
esg investing,100,esg,top,global,2021-02-20 10:27:38.984533,2021-02-20,4,1.0,2.0,-1.0,27.0,0.012658227848101266,0.024390243902439025,-0.01173201605433776,0,0
